"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext","actor_id","film_id-2","last_update-2","actor_id-2","first_name","last_name","last_update-3","language_id-2","language_name","last_update-4"
966,"Wedding Apollo","A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft",2006,1,3,"0.99",70,"14.99","PG","2013-05-26 14:50:58.951","{Trailers}","'abandon':21 'action':5 'action-pack':4 'apollo':2 'conquer':16 'lumberjack':18 'mine':22 'must':15 'pack':6 'shaft':23 'student':10 'tale':7 'waitress':13 'wed':1",121,966,"2006-02-15 10:05:03",121,"Liza","Bergman","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
22,"Amistad Midsummer","A Emotional Character Study of a Dentist And a Crocodile who must Meet a Sumo Wrestler in California",2006,1,6,"2.99",85,"10.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'amistad':1 'california':20 'charact':5 'crocodil':12 'dentist':9 'emot':4 'meet':15 'midsumm':2 'must':14 'studi':6 'sumo':17 'wrestler':18",122,22,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
29,"Antitrust Tomatoes","A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India",2006,1,5,"2.99",168,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':17 'ancient':19 'antitrust':1 'databas':16 'fate':4 'feminist':11 'india':20 'must':13 'succumb':14 'tomato':2 'woman':8 'yarn':5",122,29,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
76,"Birdcage Casper","A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India",2006,1,4,"0.99",103,"23.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':20 'astronaut':13 'birdcag':1 'casper':2 'fast':5 'fast-pac':4 'feminist':18 'frisbe':10 'india':21 'must':15 'overcom':16 'pace':6 'saga':7",122,76,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
83,"Blues Instinct","A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House",2006,1,5,"2.99",50,"18.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'blue':1 'boat':8 'compos':11 'documentari':5 'forens':16 'fun':21 'hous':22 'insight':4 'instinct':2 'meet':14 'must':13 'psychologist':17",122,83,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
157,"Clockwork Paradise","A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon",2006,1,7,"0.99",143,"29.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':17 'challeng':15 'clockwork':1 'documentari':5 'feminist':12 'insight':4 'must':14 'paradis':2 'technic':8 'writer':9",122,157,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
158,"Clones Pinocchio","A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans",2006,1,6,"2.99",124,"16.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'amaz':4 'car':8 'clone':1 'dentist':16 'drama':5 'must':13 'new':18 'orlean':19 'pinocchio':2 'pursu':14 'robot':11",122,158,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
166,"Color Philadelphia","A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert",2006,1,6,"2.99",149,"19.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'car':8 'color':1 'crocodil':11 'desert':20 'monkey':16 'must':13 'panorama':5 'philadelphia':2 'sahara':19 'sink':14 'thought':4",122,166,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
227,"Details Packer","A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat",2006,1,4,"4.99",88,"17.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'boat':16,21 'compos':11 'detail':1 'epic':4 'face':14 'must':13 'packer':2 'saga':5 'u':20 'u-boat':19 'waitress':8",122,227,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
238,"Doctor Grail","A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback",2006,1,4,"2.99",57,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'doctor':1 'drama':5 'forens':16 'grail':2 'insight':4 'must':13 'outback':20 'psychologist':17 'reach':14 'waitress':11 'woman':8",122,238,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
300,"Falcon Volume","A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans",2006,1,5,"4.99",102,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'falcon':1 'fate':4 'hunter':12 'must':14 'new':20 'orlean':21 'redeem':15 'saga':5 'shark':18 'sumo':8 'volum':2 'wrestler':9",122,300,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
307,"Fellowship Autumn","A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon",2006,1,6,"4.99",77,"9.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'autumn':2 'baloon':19 'dentist':8 'fellowship':1 'hunter':11 'lacklustur':4 'meet':14 'must':13 'reflect':5 'teacher':16",122,307,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
363,"Go Purple","A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon",2006,1,3,"0.99",54,"12.99","R","2013-05-26 14:50:58.951","{Trailers}","'administr':14 'baloon':22 'battl':17 'car':10 'databas':13 'display':7 'fast':5 'fast-pac':4 'go':1 'must':16 'pace':6 'purpl':2 'woman':19",122,363,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
470,"Ishtar Rocketeer","A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House",2006,1,4,"4.99",79,"24.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':19 'astound':4 'conquer':14 'dog':8,16 'fun':20 'hous':21 'ishtar':1 'must':13 'rocket':2 'saga':5 'squirrel':11",122,470,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
489,"Juggler Hardly","A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California",2006,1,4,"0.99",54,"14.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'astronaut':12 'california':19 'car':17 'challeng':15 'cow':9 'epic':4 'hard':2 'juggler':1 'mad':8 'must':14 'stori':5",122,489,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
491,"Jumping Wrath","A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin",2006,1,4,"0.99",74,"18.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'berlin':18 'boat':16 'discov':14 'epistl':5 'feminist':11 'jump':1 'monkey':8 'must':13 'touch':4 'wrath':2",122,491,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
542,"Lust Lock","A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert",2006,1,3,"2.99",52,"28.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'agent':17 'dentist':11 'desert':21 'fanci':4 'hunter':8 'lock':2 'lust':1 'meet':14 'must':13 'panorama':5 'sahara':20 'secret':16",122,542,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
620,"Nemo Campus","A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse",2006,1,5,"2.99",131,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'campus':2 'lacklustur':4 'manhattan':19 'monkey':8 'must':13 'nemo':1 'outrac':14 'penthous':20 'reflect':5 'squirrel':11 'woman':16",122,620,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
649,"Oz Liaisons","A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory",2006,1,4,"2.99",85,"14.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':12 'confront':15 'epic':4 'factori':21 'liaison':2 'mad':8 'must':14 'oz':1 'scientist':9 'woman':17 'yarn':5",122,649,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
654,"Panky Submarine","A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico",2006,1,4,"4.99",93,"19.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boy':17 'dentist':8 'documentari':5 'gulf':20 'mexico':22 'must':14 'overcom':15 'panki':1 'submarin':2 'sumo':11 'touch':4 'wrestler':12",122,654,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
673,"Personal Ladybugs","A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan",2006,1,3,"0.99",118,"19.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'cat':17 'conquer':15 'epic':4 'hunter':8 'japan':20 'ladybug':2 'must':14 'person':1 'saga':5 'technic':11 'writer':12",122,673,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
718,"Rebel Airport","A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India",2006,1,7,"0.99",73,"24.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'administr':9 'airport':2 'ancient':19 'boat':12 'databas':8 'husband':17 'india':20 'intrepid':4 'must':14 'outrac':15 'rebel':1 'yarn':5",122,718,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
795,"Siege Madre","A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft",2006,1,7,"0.99",111,"23.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'bore':4 'crocodil':11 'frisbe':8 'madr':2 'mine':20 'moos':16 'must':13 'shaft':21 'sieg':1 'tale':5 'vanquish':14",122,795,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
957,"War Notting","A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies",2006,1,7,"4.99",80,"26.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'agent':18 'bore':4 'canadian':21 'challeng':15 'drama':5 'must':14 'not':2 'rocki':22 'secret':17 'sumo':11 'teacher':8 'war':1 'wrestler':12",122,957,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
961,"Wash Heavenly","A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China",2006,1,7,"4.99",161,"22.99","R","2013-05-26 14:50:58.951","{Commentaries}","'ancient':20 'awe':5 'awe-inspir':4 'cat':10 'china':21 'escap':16 'heaven':2 'hunter':18 'inspir':6 'must':15 'pioneer':13 'reflect':7 'wash':1",122,961,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
998,"Zhivago Core","A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies",2006,1,6,"0.99",105,"10.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boy':16 'canadian':19 'compos':8 'core':2 'face':14 'fate':4 'man':11 'must':13 'rocki':20 'yarn':5 'zhivago':1",122,998,"2006-02-15 10:05:03",122,"Salma","Nolte","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
3,"Adaptation Holes","A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory",2006,1,7,"2.99",50,"18.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'adapt':1 'astound':4 'baloon':19 'car':11 'factori':20 'hole':2 'lumberjack':8,16 'must':13 'reflect':5 'sink':14",123,3,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
43,"Atlantis Cause","A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank",2006,1,6,"2.99",170,"15.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'atlanti':1 'caus':2 'feminist':8 'fight':14 'hunter':11 'must':13 'shark':20 'tank':21 'technic':16 'thrill':4 'writer':17 'yarn':5",123,43,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
67,"Berets Agent","A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China",2006,1,5,"2.99",77,"24.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'agent':2 'ancient':19 'beret':1 'boy':11 'china':20 'crocodil':8 'must':13 'overcom':14 'saga':5 'taut':4 'technic':16 'writer':17",123,67,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
105,"Bull Shawshank","A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies",2006,1,6,"0.99",125,"21.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'bull':1 'canadian':19 'conquer':14 'drama':5 'fanci':4 'moos':8 'must':13 'pioneer':16 'rocki':20 'shawshank':2 'squirrel':11",123,105,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
148,"Chocolate Duck","A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China",2006,1,3,"2.99",132,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':20 'china':21 'chocol':1 'compos':18 'discov':16 'duck':2 'mad':8 'must':15 'scientist':9 'stori':5 'technic':12 'unbeliev':4 'writer':13",123,148,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
151,"Cincinatti Whisperer","A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin",2006,1,5,"4.99",143,"26.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'berlin':19 'brilliant':4 'butler':17 'chef':9 'cincinatti':1 'confront':15 'hunter':12 'must':14 'pastri':8 'saga':5 'whisper':2",123,151,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
185,"Cowboy Doom","A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon",2006,1,3,"2.99",146,"10.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'baloon':19 'boy':8 'butler':16 'cowboy':1 'doom':2 'drama':5 'fight':14 'lumberjack':11 'must':13",123,185,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
223,"Desire Alien","A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station",2006,1,7,"2.99",76,"24.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'alien':2 'astronaut':19 'desir':1 'dog':10 'fast':5 'fast-pac':4 'first':22 'forens':13 'man':23 'meet':17 'must':16 'pace':6 'psychologist':14 'space':24 'station':25 'tale':7",123,223,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
234,"Disturbing Scarface","A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat",2006,1,6,"2.99",94,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':21 'butler':11 'crocodil':8 'display':5 'disturb':1 'lacklustur':4 'monkey':16 'must':13 'overcom':14 'scarfac':2 'u':20 'u-boat':19",123,234,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
245,"Double Wrath","A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico",2006,1,4,"0.99",177,"28.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'challeng':14 'dog':11 'doubl':1 'gulf':19 'madman':16 'mexico':21 'must':13 'thought':4 'woman':8 'wrath':2 'yarn':5",123,245,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
246,"Doubtfire Labyrinth","A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert",2006,1,5,"4.99",154,"16.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'butler':8 'compos':11 'cow':17 'desert':21 'doubtfir':1 'intrepid':4 'labyrinth':2 'mad':16 'meet':14 'must':13 'panorama':5 'sahara':20",123,246,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
266,"Dynamite Tarzan","A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat",2006,1,4,"0.99",141,"27.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':23 'documentari':5 'dynamit':1 'explor':18 'face':16 'forens':8 'intrepid':4 'mad':12 'must':15 'psychologist':9 'scientist':13 'tarzan':2 'u':22 'u-boat':21",123,266,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
286,"Enough Raging","A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert",2006,1,7,"2.99",158,"16.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'agent':13 'astound':4 'boat':9 'charact':5 'cow':19 'desert':23 'enough':1 'find':16 'mad':18 'must':15 'rage':2 'sahara':22 'secret':12 'studi':6",123,286,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
429,"Honey Ties","A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank",2006,1,3,"0.99",84,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'crocodil':11 'honey':1 'lumberjack':16 'must':13 'outrac':14 'shark':19 'stori':5 'tank':20 'taut':4 'tie':2 'waitress':8",123,429,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
442,"Hunting Musketeers","A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft",2006,1,6,"2.99",65,"24.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'dentist':11 'hunt':1 'mine':20 'musket':2 'must':13 'outrac':14 'pioneer':8 'reflect':5 'shaft':21 'thrill':4 'woman':16",123,442,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
446,"Hysterical Grail","A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse",2006,1,5,"4.99",150,"19.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'build':14 'car':16 'dentist':11 'grail':2 'hyster':1 'madman':8 'manhattan':19 'must':13 'penthous':20 'saga':5",123,446,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
479,"Jedi Beneath","A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria",2006,1,7,"0.99",128,"12.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astound':4 'beneath':2 'dentist':11 'explor':8 'jedi':1 'must':13 'nigeria':18 'pursu':14 'reflect':5 'student':16",123,479,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
480,"Jeepers Wedding","A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia",2006,1,3,"2.99",84,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astound':4 'chef':17 'compos':8 'display':5 'dog':11 'georgia':20 'jeeper':1 'kill':14 'must':13 'pastri':16 'soviet':19 'wed':2",123,480,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
494,"Karate Moon","A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention",2006,1,4,"0.99",120,"21.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astound':4 'convent':20 'dog':11 'karat':1 'moon':2 'must':13 'mysql':19 'reach':14 'waitress':16 'woman':8 'yarn':5",123,494,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
503,"Kramer Chocolate","A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback",2006,1,3,"2.99",171,"24.99","R","2013-05-26 14:50:58.951","{Trailers}","'amaz':4 'chef':12 'chocol':2 'kramer':1 'mad':17 'must':14 'outback':21 'pastri':11 'redeem':15 'robot':8 'scientist':18 'yarn':5",123,503,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
530,"Lord Arizona","A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat",2006,1,5,"2.99",108,"27.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'action':5 'action-pack':4 'arizona':2 'boat':23 'chef':14 'crocodil':19 'display':7 'frisbe':10 'jet':22 'lord':1 'must':16 'pack':6 'pastri':13 'pursu':17",123,530,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
576,"Mighty Luck","A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention",2006,1,7,"2.99",122,"13.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':18 'astound':4 'convent':22 'databas':17 'epistl':5 'escap':15 'luck':2 'mad':8 'mighti':1 'must':14 'mysql':21 'pioneer':12 'scientist':9",123,576,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
577,"Mile Mulan","A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention",2006,1,4,"0.99",64,"10.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'boy':16 'cat':8 'confront':14 'convent':20 'epistl':5 'husband':11 'lacklustur':4 'mile':1 'mulan':2 'must':13 'mysql':19",123,577,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
589,"Modern Dorado","A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans",2006,1,3,"0.99",74,"20.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'boy':19 'butler':10 'dorado':2 'inspir':6 'modern':1 'must':16 'new':21 'orlean':22 'redeem':17 'stori':7 'sumo':13 'wrestler':14",123,589,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
593,"Monterey Labyrinth","A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat",2006,1,6,"0.99",158,"13.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'awe':5 'awe-inspir':4 'boat':23 'compos':13 'drama':7 'escap':16 'feminist':18 'inspir':6 'labyrinth':2 'monkey':10 'monterey':1 'must':15 'u':22 'u-boat':21",123,593,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
725,"Requiem Tycoon","A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery",2006,1,6,"4.99",167,"25.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':13 'cat':9 'charact':5 'databas':12 'monasteri':21 'must':15 'pursu':16 'requiem':1 'studi':6 'teacher':18 'tycoon':2 'unbeliev':4",123,725,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
730,"Ridgemont Submarine","A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan",2006,1,3,"0.99",46,"28.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'compos':11 'cow':17 'drama':5 'japan':20 'mad':16 'must':13 'ridgemont':1 'sink':14 'submarin':2 'unbeliev':4 'waitress':8",123,730,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
786,"Shepherd Midsummer","A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon",2006,1,7,"0.99",113,"14.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'baloon':19 'drama':5 'kill':14 'lumberjack':16 'midsumm':2 'must':13 'robot':8 'shepherd':1 'thought':4 'woman':11",123,786,"2006-02-15 10:05:03",123,"Julianne","Dench","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
